index,H_name,H_SUPER_PATHWAY,H_SUB_PATHWAY,BRCA_Tang#H_name,BRCA_Terunuma#H_name,COAD#H_name,DLBCL#H_name,GBM#H_name,HCC#H_name,LiCa1#H_name,LiCa2#H_name,OV#H_name,PDAC#H_name,PRAD#H_name,RC12#H_name,RC18Flow#H_name,RC18MR#H_name,RC20#H_name
isoleucylarginine#Peptide#Dipeptide,isoleucylarginine,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,isoleucylarginine,NA,NA,NA
isoleucylhistidine#Peptide#Dipeptide,isoleucylhistidine,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,isoleucylhistidine,NA,NA,NA
isoleucyltryptophan#Peptide#Dipeptide,isoleucyltryptophan,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,isoleucyltryptophan,NA,NA,NA
isoleucylvaline#Peptide#Dipeptide,isoleucylvaline,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,isoleucylvaline,NA,NA,NA
leucylasparagine#Peptide#Dipeptide,leucylasparagine,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,leucylasparagine,NA,NA,NA
leucylhistidine#Peptide#Dipeptide,leucylhistidine,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,leucylhistidine,NA,NA,NA
leucyltryptophan#Peptide#Dipeptide,leucyltryptophan,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,leucyltryptophan,NA,NA,NA
leucyltyrosine#Peptide#Dipeptide,leucyltyrosine,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,leucyltyrosine,NA,NA,NA
lysylmethionine#Peptide#Dipeptide,lysylmethionine,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lysylmethionine,NA,NA,NA
lysyltyrosine#Peptide#Dipeptide,lysyltyrosine,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lysyltyrosine,NA,NA,NA
methionylalanine#Peptide#Dipeptide,methionylalanine,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,methionylalanine,NA,NA,NA
methionylasparagine#Peptide#Dipeptide,methionylasparagine,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,methionylasparagine,NA,NA,NA
methionylglutamate#Peptide#Dipeptide,methionylglutamate,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,methionylglutamate,NA,NA,NA
phenylalanylmethionine#Peptide#Dipeptide,phenylalanylmethionine,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phenylalanylmethionine,NA,NA,NA
phenylalanylphenylalanine#Peptide#Dipeptide,phenylalanylphenylalanine,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phenylalanylphenylalanine,NA,NA,NA
phenylalanylproline#Peptide#Dipeptide,phenylalanylproline,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phenylalanylproline,NA,NA,NA
phenylalanyltryptophan#Peptide#Dipeptide,phenylalanyltryptophan,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phenylalanyltryptophan,NA,NA,NA
phenylalanyltyrosine#Peptide#Dipeptide,phenylalanyltyrosine,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phenylalanyltyrosine,NA,NA,NA
phenylalanylvaline#Peptide#Dipeptide,phenylalanylvaline,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phenylalanylvaline,NA,NA,NA
threonylmethionine#Peptide#Dipeptide,threonylmethionine,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,threonylmethionine,NA,NA,NA
tryptophylglutamate#Peptide#Dipeptide,tryptophylglutamate,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tryptophylglutamate,NA,NA,NA
tryptophylleucine#Peptide#Dipeptide,tryptophylleucine,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tryptophylleucine,NA,NA,NA
tyrosylalanine#Peptide#Dipeptide,tyrosylalanine,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tyrosylalanine,NA,NA,NA
tyrosylglutamine#Peptide#Dipeptide,tyrosylglutamine,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tyrosylglutamine,NA,NA,NA
tyrosyllysine#Peptide#Dipeptide,tyrosyllysine,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tyrosyllysine,NA,NA,NA
tyrosylphenylalanine#Peptide#Dipeptide,tyrosylphenylalanine,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tyrosylphenylalanine,NA,NA,NA
tyrosyltyrosine#Peptide#Dipeptide,tyrosyltyrosine,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tyrosyltyrosine,NA,NA,NA
tyrosylvaline#Peptide#Dipeptide,tyrosylvaline,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tyrosylvaline,NA,NA,NA
valylarginine#Peptide#Dipeptide,valylarginine,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,valylarginine,NA,NA,NA
valyllysine#Peptide#Dipeptide,valyllysine,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,valyllysine,NA,NA,NA
valyltryptophan#Peptide#Dipeptide,valyltryptophan,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,valyltryptophan,NA,NA,NA
histidylalanine#Peptide#Dipeptide,histidylalanine,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,histidylalanine
N-acetylmethionylphenylalanine#Peptide#Dipeptide,N-acetylmethionylphenylalanine,Peptide,Dipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-acetylmethionylphenylalanine
carnosine#Peptide#Dipeptide derivative,carnosine,Peptide,Dipeptide derivative,carnosine,NA,carnosine,carnosine,NA,carnosine,carnosine,carnosine,NA,NA,carnosine,NA,carnosine,carnosine,carnosine
homocarnosine#Peptide#Dipeptide derivative,homocarnosine,Peptide,Dipeptide derivative,NA,homocarnosine,NA,NA,NA,NA,NA,NA,NA,NA,homocarnosine,NA,NA,NA,NA
isoleucylhydroxyproline*#Peptide#Dipeptide Derivative,isoleucylhydroxyproline*,Peptide,Dipeptide Derivative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,isoleucylhydroxyproline*
leucylhydroxyproline*#Peptide#Dipeptide Derivative,leucylhydroxyproline*,Peptide,Dipeptide Derivative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,leucylhydroxyproline*
2-hydroxyacetaminophen sulfate*#Xenobiotics#Drug,2-hydroxyacetaminophen sulfate*,Xenobiotics,Drug,2-hydroxyacetaminophen sulfate*,2-hydroxyacetaminophen sulfate*,NA,2-hydroxyacetaminophen sulfate*,NA,NA,NA,NA,2-hydroxyacetaminophen sulfate*,2-hydroxyacetaminophen sulfate*,2-hydroxyacetaminophen sulfate*,2-hydroxyacetaminophen sulfate*,2-hydroxyacetaminophen sulfate*,2-hydroxyacetaminophen sulfate*,2-hydroxyacetaminophen sulfate*
2-methoxyacetaminophen sulfate*#Xenobiotics#Drug,2-methoxyacetaminophen sulfate*,Xenobiotics,Drug,2-methoxyacetaminophen sulfate*,2-methoxyacetaminophen sulfate*,NA,2-methoxyacetaminophen sulfate*,NA,NA,NA,NA,NA,2-methoxyacetaminophen sulfate*,2-methoxyacetaminophen sulfate*,2-methoxyacetaminophen sulfate*,2-methoxyacetaminophen sulfate*,2-methoxyacetaminophen sulfate*,2-methoxyacetaminophen sulfate*
3-(cystein-S-yl)acetaminophen*#Xenobiotics#Drug,3-(cystein-S-yl)acetaminophen*,Xenobiotics,Drug,3-(cystein-S-yl)acetaminophen*,NA,NA,3-(cystein-S-yl)acetaminophen*,NA,NA,NA,NA,3-(cystein-S-yl)acetaminophen*,3-(cystein-S-yl)acetaminophen*,3-(cystein-S-yl)acetaminophen*,3-(cystein-S-yl)acetaminophen*,3-(cystein-S-yl)acetaminophen*,3-(cystein-S-yl)acetaminophen*,3-(cystein-S-yl)acetaminophen*
4-acetamidophenol#Xenobiotics#Drug,4-acetamidophenol,Xenobiotics,Drug,4-acetamidophenol,NA,NA,4-acetamidophenol,NA,4-acetamidophenol,4-acetamidophenol,4-acetamidophenol,4-acetamidophenol,4-acetamidophenol,4-acetamidophenol,4-acetamidophenol,4-acetamidophenol,4-acetamidophenol,4-acetamidophenol
4-acetaminophen sulfate#Xenobiotics#Drug,4-acetaminophen sulfate,Xenobiotics,Drug,4-acetaminophen sulfate,4-acetaminophen sulfate,NA,4-acetaminophen sulfate,NA,4-acetaminophen sulfate,NA,NA,4-acetaminophen sulfate,4-acetaminophen sulfate,4-acetaminophen sulfate,4-acetaminophen sulfate,4-acetaminophen sulfate,4-acetaminophen sulfate,4-acetaminophen sulfate
hydrochlorothiazide#Xenobiotics#Drug,hydrochlorothiazide,Xenobiotics,Drug,hydrochlorothiazide,NA,NA,hydrochlorothiazide,NA,NA,NA,NA,NA,NA,hydrochlorothiazide,hydrochlorothiazide,NA,NA,hydrochlorothiazide
4-acetamidophenylglucuronide#Xenobiotics#Drug,4-acetamidophenylglucuronide,Xenobiotics,Drug,4-acetamidophenylglucuronide,4-acetamidophenylglucuronide,NA,4-acetamidophenylglucuronide,NA,4-acetamidophenylglucuronide,NA,NA,4-acetamidophenylglucuronide,4-acetamidophenylglucuronide,4-acetamidophenylglucuronide,4-acetamidophenylglucuronide,4-acetamidophenylglucuronide,4-acetamidophenylglucuronide,4-acetamidophenylglucuronide
pseudoephedrine#Xenobiotics#Drug,pseudoephedrine,Xenobiotics,Drug,pseudoephedrine,NA,NA,pseudoephedrine,NA,pseudoephedrine,NA,NA,pseudoephedrine,NA,pseudoephedrine,NA,pseudoephedrine,pseudoephedrine,pseudoephedrine
ranitidine#Xenobiotics#Drug,ranitidine,Xenobiotics,Drug,ranitidine,ranitidine,NA,ranitidine,NA,ranitidine,ranitidine,ranitidine,NA,ranitidine,NA,ranitidine,ranitidine,ranitidine,NA
desmethylnaproxen sulfate*#Xenobiotics#Drug,desmethylnaproxen sulfate*,Xenobiotics,Drug,NA,desmethylnaproxen sulfate*,NA,NA,NA,NA,NA,NA,NA,NA,desmethylnaproxen sulfate*,NA,NA,NA,NA
fluoxitine#Xenobiotics#Drug,fluoxitine,Xenobiotics,Drug,NA,fluoxitine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ibuprofen#Xenobiotics#Drug,ibuprofen,Xenobiotics,Drug,NA,ibuprofen,NA,ibuprofen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metoprolol acid metabolite*#Xenobiotics#Drug,metoprolol acid metabolite*,Xenobiotics,Drug,NA,metoprolol acid metabolite*,NA,NA,NA,metoprolol acid metabolite*,NA,NA,metoprolol acid metabolite*,metoprolol acid metabolite*,metoprolol acid metabolite*,metoprolol acid metabolite*,metoprolol acid metabolite*,metoprolol acid metabolite*,metoprolol acid metabolite*
naproxen#Xenobiotics#Drug,naproxen,Xenobiotics,Drug,NA,naproxen,NA,NA,NA,NA,NA,NA,NA,NA,NA,naproxen,NA,NA,NA
salicylate#Xenobiotics#Drug,salicylate,Xenobiotics,Drug,NA,salicylate,NA,NA,NA,salicylate,NA,NA,NA,NA,salicylate,salicylate,salicylate,salicylate,salicylate
penicillin G#Xenobiotics#Drug,penicillin G,Xenobiotics,Drug,NA,penicillin G,NA,NA,NA,NA,NA,NA,penicillin G,penicillin G,penicillin G,penicillin G,NA,NA,NA
atenolol#Xenobiotics#Drug,atenolol,Xenobiotics,Drug,NA,NA,NA,atenolol,NA,NA,NA,NA,NA,atenolol,atenolol,atenolol,atenolol,atenolol,atenolol
codeine#Xenobiotics#Drug,codeine,Xenobiotics,Drug,NA,NA,NA,codeine,NA,NA,NA,NA,NA,NA,NA,codeine,NA,NA,NA
gabapentin#Xenobiotics#Drug,gabapentin,Xenobiotics,Drug,NA,NA,NA,gabapentin,NA,NA,NA,NA,NA,NA,gabapentin,gabapentin,gabapentin,gabapentin,gabapentin
diltiazem#Xenobiotics#Drug,diltiazem,Xenobiotics,Drug,NA,NA,NA,diltiazem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-desmethylvenlafaxine#Xenobiotics#Drug,O-desmethylvenlafaxine,Xenobiotics,Drug,NA,NA,NA,O-desmethylvenlafaxine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O-desmethylvenlafaxine
quinine#Xenobiotics#Drug,quinine,Xenobiotics,Drug,NA,NA,NA,quinine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quinine
timonacic#Xenobiotics#Drug,timonacic,Xenobiotics,Drug,NA,NA,NA,NA,timonacic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
venlafaxine#Xenobiotics#Drug,venlafaxine,Xenobiotics,Drug,NA,NA,NA,NA,NA,NA,NA,NA,venlafaxine,venlafaxine,NA,venlafaxine,NA,NA,venlafaxine
ketamine#Xenobiotics#Drug,ketamine,Xenobiotics,Drug,NA,NA,NA,NA,NA,NA,NA,NA,NA,ketamine,NA,NA,NA,NA,NA
celecoxib#Xenobiotics#Drug,celecoxib,Xenobiotics,Drug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,celecoxib,celecoxib,NA,NA,NA
citalopram#Xenobiotics#Drug,citalopram,Xenobiotics,Drug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,citalopram,citalopram,NA,NA,NA
famotidine#Xenobiotics#Drug,famotidine,Xenobiotics,Drug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,famotidine,NA,NA,NA,NA
furosemide#Xenobiotics#Drug,furosemide,Xenobiotics,Drug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,furosemide,NA,NA,NA,NA
hydroxypioglitazone*#Xenobiotics#Drug,hydroxypioglitazone*,Xenobiotics,Drug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hydroxypioglitazone*,NA,NA,NA,NA
milnacipran#Xenobiotics#Drug,milnacipran,Xenobiotics,Drug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,milnacipran,NA,NA,NA,NA
salicyluric glucuronide*#Xenobiotics#Drug,salicyluric glucuronide*,Xenobiotics,Drug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,salicyluric glucuronide*,NA,NA,NA,salicyluric glucuronide*
vecuronium#Xenobiotics#Drug,vecuronium,Xenobiotics,Drug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vecuronium,NA,vecuronium,vecuronium,vecuronium
hydroquinone sulfate#Xenobiotics#Drug,hydroquinone sulfate,Xenobiotics,Drug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hydroquinone sulfate,NA,NA,NA,hydroquinone sulfate
lipitor#Xenobiotics#Drug,lipitor,Xenobiotics,Drug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lipitor,NA,NA,NA
pivaloylcarnitine#Xenobiotics#Drug,pivaloylcarnitine,Xenobiotics,Drug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pivaloylcarnitine,NA,NA,NA
quinidine#Xenobiotics#Drug,quinidine,Xenobiotics,Drug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quinidine,NA,NA,NA
streptomycin#Xenobiotics#Drug,streptomycin,Xenobiotics,Drug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,streptomycin,NA,NA,NA
lidocaine#Xenobiotics#Drug - Analgesics, Anesthetics,lidocaine,Xenobiotics,Drug - Analgesics, Anesthetics,lidocaine,lidocaine,NA,lidocaine,NA,lidocaine,lidocaine,lidocaine,lidocaine,lidocaine,lidocaine,lidocaine,lidocaine,lidocaine,lidocaine
N-ethylglycinexylidide#Xenobiotics#Drug - Analgesics, Anesthetics,N-ethylglycinexylidide,Xenobiotics,Drug - Analgesics, Anesthetics,N-ethylglycinexylidide,N-ethylglycinexylidide,NA,N-ethylglycinexylidide,NA,N-ethylglycinexylidide,N-ethylglycinexylidide,N-ethylglycinexylidide,NA,N-ethylglycinexylidide,N-ethylglycinexylidide,NA,N-ethylglycinexylidide,N-ethylglycinexylidide,N-ethylglycinexylidide
N-desmethyl tramadol#Xenobiotics#Drug - Analgesics, Anesthetics,N-desmethyl tramadol,Xenobiotics,Drug - Analgesics, Anesthetics,NA,NA,NA,NA,NA,N-desmethyl tramadol,NA,NA,NA,NA,NA,NA,N-desmethyl tramadol,N-desmethyl tramadol,N-desmethyl tramadol
O-desmethyltramadol#Xenobiotics#Drug - Analgesics, Anesthetics,O-desmethyltramadol,Xenobiotics,Drug - Analgesics, Anesthetics,NA,NA,NA,NA,NA,O-desmethyltramadol,NA,NA,NA,NA,NA,NA,O-desmethyltramadol,O-desmethyltramadol,O-desmethyltramadol
O-desmethyltramadol glucuronide#Xenobiotics#Drug - Analgesics, Anesthetics,O-desmethyltramadol glucuronide,Xenobiotics,Drug - Analgesics, Anesthetics,NA,NA,NA,NA,NA,O-desmethyltramadol glucuronide,NA,NA,NA,NA,NA,NA,O-desmethyltramadol glucuronide,O-desmethyltramadol glucuronide,O-desmethyltramadol glucuronide
tramadol#Xenobiotics#Drug - Analgesics, Anesthetics,tramadol,Xenobiotics,Drug - Analgesics, Anesthetics,NA,NA,NA,NA,NA,tramadol,NA,NA,NA,NA,NA,NA,tramadol,tramadol,tramadol
3-(N-acetyl-L-cystein-S-yl) acetaminophen#Xenobiotics#Drug - Analgesics, Anesthetics,3-(N-acetyl-L-cystein-S-yl) acetaminophen,Xenobiotics,Drug - Analgesics, Anesthetics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3-(N-acetyl-L-cystein-S-yl) acetaminophen,3-(N-acetyl-L-cystein-S-yl) acetaminophen,3-(N-acetyl-L-cystein-S-yl) acetaminophen,3-(N-acetyl-L-cystein-S-yl) acetaminophen,3-(N-acetyl-L-cystein-S-yl) acetaminophen
2-methoxyacetaminophen glucuronide*#Xenobiotics#Drug - Analgesics, Anesthetics,2-methoxyacetaminophen glucuronide*,Xenobiotics,Drug - Analgesics, Anesthetics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-methoxyacetaminophen glucuronide*,2-methoxyacetaminophen glucuronide*,2-methoxyacetaminophen glucuronide*
3-(methylthio)acetaminophen sulfate*#Xenobiotics#Drug - Analgesics, Anesthetics,3-(methylthio)acetaminophen sulfate*,Xenobiotics,Drug - Analgesics, Anesthetics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3-(methylthio)acetaminophen sulfate*
4-aminophenol sulfate (2)#Xenobiotics#Drug - Analgesics, Anesthetics,4-aminophenol sulfate (2),Xenobiotics,Drug - Analgesics, Anesthetics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4-aminophenol sulfate (2)
ofloxacin#Xenobiotics#Drug - Antibiotic,ofloxacin,Xenobiotics,Drug - Antibiotic,NA,NA,NA,ofloxacin,NA,NA,NA,NA,NA,NA,NA,NA,ofloxacin,ofloxacin,ofloxacin
ampicillin#Xenobiotics#Drug - Antibiotic,ampicillin,Xenobiotics,Drug - Antibiotic,NA,NA,NA,NA,NA,ampicillin,NA,NA,NA,NA,NA,NA,NA,NA,NA
azithromycin#Xenobiotics#Drug - Antibiotic,azithromycin,Xenobiotics,Drug - Antibiotic,NA,NA,NA,NA,NA,azithromycin,NA,NA,NA,NA,NA,NA,azithromycin,azithromycin,azithromycin
cefazolin#Xenobiotics#Drug - Antibiotic,cefazolin,Xenobiotics,Drug - Antibiotic,NA,NA,NA,NA,NA,cefazolin,NA,NA,NA,NA,NA,NA,cefazolin,cefazolin,cefazolin
clindamycin#Xenobiotics#Drug - Antibiotic,clindamycin,Xenobiotics,Drug - Antibiotic,NA,NA,NA,NA,NA,clindamycin,NA,NA,NA,NA,NA,NA,clindamycin,clindamycin,clindamycin
metronidazole#Xenobiotics#Drug - Antibiotic,metronidazole,Xenobiotics,Drug - Antibiotic,NA,NA,NA,NA,NA,metronidazole,NA,NA,NA,NA,NA,NA,NA,NA,NA
doxycycline#Xenobiotics#Drug - Antibiotic,doxycycline,Xenobiotics,Drug - Antibiotic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,doxycycline,doxycycline,NA
fluconazole#Xenobiotics#Drug - Antibiotic,fluconazole,Xenobiotics,Drug - Antibiotic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fluconazole,fluconazole,fluconazole
N4-acetyl-5-hydroxysulfamethoxazole*#Xenobiotics#Drug - Antibiotic,N4-acetyl-5-hydroxysulfamethoxazole*,Xenobiotics,Drug - Antibiotic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N4-acetyl-5-hydroxysulfamethoxazole*,N4-acetyl-5-hydroxysulfamethoxazole*,N4-acetyl-5-hydroxysulfamethoxazole*
N4-acetylsulfamethoxazole*#Xenobiotics#Drug - Antibiotic,N4-acetylsulfamethoxazole*,Xenobiotics,Drug - Antibiotic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N4-acetylsulfamethoxazole*,N4-acetylsulfamethoxazole*,N4-acetylsulfamethoxazole*
sulfamethoxazole#Xenobiotics#Drug - Antibiotic,sulfamethoxazole,Xenobiotics,Drug - Antibiotic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sulfamethoxazole,sulfamethoxazole,sulfamethoxazole
3-hydroxyquinine#Xenobiotics#Drug - Antibiotic,3-hydroxyquinine,Xenobiotics,Drug - Antibiotic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3-hydroxyquinine
dexamethasone#Xenobiotics#Drug - Antiinflammatory, Immunosuppressant,dexamethasone,Xenobiotics,Drug - Antiinflammatory, Immunosuppressant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dexamethasone
metoprolol#Xenobiotics#Drug - Cardiovascular,metoprolol,Xenobiotics,Drug - Cardiovascular,NA,metoprolol,NA,NA,NA,metoprolol,NA,NA,metoprolol,metoprolol,metoprolol,metoprolol,metoprolol,metoprolol,metoprolol
alpha-hydroxymetoprolol#Xenobiotics#Drug - Cardiovascular,alpha-hydroxymetoprolol,Xenobiotics,Drug - Cardiovascular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alpha-hydroxymetoprolol,alpha-hydroxymetoprolol,alpha-hydroxymetoprolol
chlorthalidone#Xenobiotics#Drug - Cardiovascular,chlorthalidone,Xenobiotics,Drug - Cardiovascular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chlorthalidone,chlorthalidone,chlorthalidone
amlodipine#Xenobiotics#Drug - Cardiovascular,amlodipine,Xenobiotics,Drug - Cardiovascular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,amlodipine
valsartan#Xenobiotics#Drug - Cardiovascular,valsartan,Xenobiotics,Drug - Cardiovascular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,valsartan
metoclopramide#Xenobiotics#Drug - Gastrointestinal,metoclopramide,Xenobiotics,Drug - Gastrointestinal,NA,NA,NA,NA,NA,metoclopramide,NA,NA,NA,NA,NA,NA,NA,NA,metoclopramide
ondansetron#Xenobiotics#Drug - Gastrointestinal,ondansetron,Xenobiotics,Drug - Gastrointestinal,NA,NA,NA,NA,NA,ondansetron,NA,NA,NA,NA,NA,NA,ondansetron,ondansetron,ondansetron
ranitidine N-oxide*#Xenobiotics#Drug - Gastrointestinal,ranitidine N-oxide*,Xenobiotics,Drug - Gastrointestinal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ranitidine N-oxide*,ranitidine N-oxide*,NA
pantoprazole#Xenobiotics#Drug - Gastrointestinal,pantoprazole,Xenobiotics,Drug - Gastrointestinal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pantoprazole
metformin#Xenobiotics#Drug - Metabolic,metformin,Xenobiotics,Drug - Metabolic,NA,NA,NA,metformin,NA,metformin,NA,NA,NA,NA,metformin,metformin,metformin,metformin,metformin
hydroxypioglitazone (M-IV)#Xenobiotics#Drug - Metabolic,hydroxypioglitazone (M-IV),Xenobiotics,Drug - Metabolic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hydroxypioglitazone (M-IV),hydroxypioglitazone (M-IV),hydroxypioglitazone (M-IV)
sitagliptin#Xenobiotics#Drug - Metabolic,sitagliptin,Xenobiotics,Drug - Metabolic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sitagliptin
oxypurinol#Xenobiotics#Drug - Metabolic,oxypurinol,Xenobiotics,Drug - Metabolic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxypurinol
pregabalin#Xenobiotics#Drug - Neurological,pregabalin,Xenobiotics,Drug - Neurological,NA,NA,NA,NA,NA,pregabalin,NA,NA,NA,NA,NA,NA,pregabalin,pregabalin,NA
rocuronium#Xenobiotics#Drug - Neurological,rocuronium,Xenobiotics,Drug - Neurological,NA,NA,NA,NA,NA,rocuronium,NA,NA,NA,NA,NA,NA,rocuronium,rocuronium,rocuronium
lamotrigine#Xenobiotics#Drug - Neurological,lamotrigine,Xenobiotics,Drug - Neurological,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lamotrigine,lamotrigine,NA
carbamazepine#Xenobiotics#Drug - Neurological,carbamazepine,Xenobiotics,Drug - Neurological,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,carbamazepine
2-hydroxycarbamazepine#Xenobiotics#Drug - Neurological,2-hydroxycarbamazepine,Xenobiotics,Drug - Neurological,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-hydroxycarbamazepine
10,11-dihydro-10-hydroxycarbamazepine#Xenobiotics#Drug - Neurological,10,11-dihydro-10-hydroxycarbamazepine,Xenobiotics,Drug - Neurological,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11-dihydro-10-hydroxycarbamazepine
S-carboxymethyl-L-cysteine#Xenobiotics#Drug - Other,S-carboxymethyl-L-cysteine,Xenobiotics,Drug - Other,NA,NA,NA,NA,NA,S-carboxymethyl-L-cysteine,NA,NA,NA,NA,NA,NA,NA,NA,S-carboxymethyl-L-cysteine
solifenacin#Xenobiotics#Drug - Other,solifenacin,Xenobiotics,Drug - Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solifenacin
paroxetine#Xenobiotics#Drug - Psychoactive,paroxetine,Xenobiotics,Drug - Psychoactive,NA,NA,NA,paroxetine,NA,paroxetine,NA,NA,NA,NA,NA,paroxetine,paroxetine,paroxetine,NA
